lap,distance_m,time_s,speed_kmh,throttle,brake,steering_deg,gear
improved,3929.333,68.6188,220.359,1.0,0.0,-2.194,5
improved,3934.0,68.6951,221.696,1.0,0.0,-2.534,5
improved,3938.667,68.7709,222.997,1.0,0.0,-2.901,5
improved,3943.333,68.8462,224.262,1.0,0.0,-3.296,5
improved,3948.0,68.9211,225.489,1.0,0.0,-3.716,6
improved,3952.667,68.9956,226.679,1.0,0.0,-4.161,6
improved,3957.333,69.0697,227.832,1.0,0.0,-4.628,6
improved,3962.0,69.1435,228.947,1.0,0.0,-5.116,6
improved,3966.667,69.2168,230.024,1.0,0.0,-5.621,6
improved,3971.333,69.2899,231.065,1.0,0.0,-6.142,6
improved,3976.0,69.3626,232.068,1.0,0.0,-6.676,6
improved,3980.667,69.435,233.035,1.0,0.0,-7.219,6
improved,3985.333,69.5071,233.965,1.0,0.0,-7.768,6
improved,3990.0,69.5789,234.86,1.0,0.0,-8.321,6
improved,3994.667,69.6504,235.72,1.0,0.0,-8.872,6
improved,3999.333,69.7217,236.545,1.0,0.0,-9.419,6
improved,4004.0,69.7927,237.337,1.0,0.0,-9.958,6
improved,4008.667,69.8635,238.095,1.0,0.0,-10.485,6
improved,4013.333,69.934,238.822,1.0,0.0,-10.996,6
improved,4018.0,70.0044,239.517,1.0,0.0,-11.488,6
improved,4022.667,70.0745,240.183,1.0,0.0,-11.956,6
improved,4027.333,70.1445,240.818,1.0,0.0,-12.397,6
improved,4032.0,70.2142,241.426,1.0,0.0,-12.807,6
improved,4036.667,70.2838,242.006,1.0,0.0,-13.182,6
improved,4041.333,70.3532,242.559,1.0,0.0,-13.52,6
improved,4046.0,70.4225,243.087,1.0,0.0,-13.818,6
improved,4050.667,70.4916,243.59,1.0,0.0,-14.071,6
improved,4055.333,70.5606,244.07,1.0,0.0,-14.278,6
improved,4060.0,70.6294,244.528,1.0,0.0,-14.436,6
improved,4064.667,70.6981,244.964,1.0,0.0,-14.543,6
improved,4069.333,70.7667,245.379,1.0,0.0,-14.597,6
improved,4074.0,70.8352,245.775,1.0,0.0,-14.597,6
improved,4078.667,70.9035,246.152,1.0,0.0,-14.541,6
improved,4083.333,70.9718,246.511,1.0,0.0,-14.428,6
improved,4088.0,71.0399,246.854,1.0,0.0,-14.259,6
improved,4092.667,71.108,247.181,1.0,0.0,-14.032,6
improved,4097.333,71.1759,247.493,1.0,0.0,-13.748,6
improved,4102.0,71.2438,247.79,1.0,0.0,-13.408,6
improved,4106.667,71.3116,248.075,1.0,0.0,-13.012,6
improved,4111.333,71.3793,248.346,1.0,0.0,-12.562,6
improved,4116.0,71.447,248.606,1.0,0.0,-12.06,6
improved,4120.667,71.5146,248.855,1.0,0.0,-11.507,6
improved,4125.333,71.5821,249.093,1.0,0.0,-10.906,6
improved,4130.0,71.6495,249.322,1.0,0.0,-10.259,6
improved,4134.667,71.7169,249.542,1.0,0.0,-9.57,6
improved,4139.333,71.7842,249.753,1.0,0.0,-8.842,6
improved,4144.0,71.8515,249.956,1.0,0.0,-8.077,6
improved,4148.667,71.9187,250.152,1.0,0.0,-7.281,6
improved,4153.333,71.9859,250.34,1.0,0.0,-6.456,6
improved,4158.0,72.053,250.523,1.0,0.0,-5.607,6
improved,4162.667,72.12,250.7,1.0,0.0,-4.738,6
improved,4167.333,72.1871,250.871,1.0,0.0,-3.854,6
improved,4172.0,72.254,251.037,1.0,0.0,-2.958,6
improved,4176.667,72.3209,251.198,1.0,0.0,-2.056,6
improved,4181.333,72.3878,251.355,1.0,0.0,-1.152,6
improved,4186.0,72.4547,251.507,1.0,0.0,-0.25,6
improved,4190.667,72.5215,251.656,1.0,0.0,0.645,6
improved,4195.333,72.5882,251.801,1.0,0.0,1.529,6
